title,image_url,category,era,size_and_description
掐絲琺瑯洗,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=287026&randomCode=1752227528,琺瑯器,清 乾隆,高10.4公分；口徑長20.9公分 寬16.1公分；足徑長16.4公分 寬11.4公分 銅胎，橢圓形斂口，豐肩下斂，橢圓形圈足，兩象耳，口緣鏨回紋一圈。全器以淺藍釉為地由上而下，依次飾有掐絲纏枝花卉紋、如意雲頭紋，器腹以纏枝番蓮紋為飾。器內則飾纏枝番蓮。足內飾掐絲藍地番蓮紋，中心鑄有「乾隆年製」楷款。
銅胎畫琺瑯黃地花卉長頸瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=287030&randomCode=58783952778,琺瑯器,清 乾隆,高26.2公分 口徑9.1公分 足徑10.1公分 銅胎，侈口長直頸，削肩碩腹，雙夔龍耳，有圈足。全器以畫琺瑯技法裝飾，器內施淺藍釉。器外滿飾黃地番蓮花葉紋，頸上有淺藍地葫蘆形開光，內繪番蓮。足內有白地青書雙方框「乾隆年製」楷款。此器一式兩件成對。
銅胎畫琺瑯黃地番蓮紋長頸瓶,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=287036&randomCode=924635910,琺瑯器,清 乾隆,高26.3公分 口徑9.1公分 足徑10.0公分 銅胎，侈口長直頸，削肩碩腹，雙夔龍耳，有圈足。全器以畫琺瑯技法裝飾，器內施淺藍釉。器外滿飾黃地番蓮花葉紋，頸上有淺藍地葫蘆形開光，內繪番蓮。足內有白地青書雙方框「乾隆年製」楷款。此器一式兩件成對。
銅胎畫琺瑯出戟蓋盅,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=283413&randomCode=468126390,琺瑯器,清 乾隆,通高11.2公分 高6.5公分 口徑10.9公分 足徑7.7公分 銅胎。蓋盅，敞口，深壁，外撇圈足，帶球鈕圓錐形蓋。盅身及蓋上有四道出戟裝飾，器內淺藍色釉，器表以藍、綠、紫紅琺瑯彩塗繪，加飾金彩圖紋，蓋上繪回紋錦地獸面紋，盅身繪三角雲雷紋，下飾一圈回紋，圈足飾一圈回紋地雲紋。底白地紅書「乾隆年製」雙方框宋體字款。附如意雲足紫檀木座一只。
剔紅人物圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282270&randomCode=82885461080,漆器,明,高3.2公分 徑8.0公分 剔紅小盒，色磚紅，漆層有多道深裂痕。子母口，淺直壁，平底內凹。蓋面雕庭院敞軒，高士攜僕訪友，器與蓋側面雕滿番蓮花葉。器裡與底髹黑色光漆。
剔紅仙山寶盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=287127&randomCode=89035419205,漆器,清 乾隆,高4.5公分 徑9.2公分 足徑9.1公分 蔗段式盒，子母口，平底無足，盒內及盒底髹黑漆。盒側作連續回紋，盒面一老者與一侍童立於前景松樹下，眺望遠方無盡高聳的山峰與飄渺的雲氣，仙氣繚繞。
剔紅友松寶盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282275&randomCode=62729979612,漆器,清 乾隆,高3.5公分 徑8.0公分 剔紅小盒，色磚紅，濃艷有光澤。子母口，淺直壁，平底內凹。蓋面雕松林之下，老者攜童閑步其中，器與蓋側面雕滿番蓮花葉。器裡與底髹黑色光漆，蓋內有填金楷款「友松寶盒」，底則書「大清乾隆年製」。
剔彩壽春寶盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282280&randomCode=40868647581,漆器,清 乾隆,高11.4公分 徑30.9公分 雕漆圓盒，通體雕紅、綠、黃色漆，口緣有小傷缺。子母口，弧形壁，圈足。器面雕盛滿珍寶之聚寶盆，其上放多色毫光，現一「春」字，中有南極仙翁，左右並有對龍，器與蓋側面各有四個開光，分雕山水人物，餘以斜方卍字錦地，飾雜寶多樣。器裡與底髹黑色光漆，蓋內有填金楷款「壽春寶盒」，底則書「大清乾隆年製」。
剔紅茶花盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282287&randomCode=32418567763,漆器,明,高9.6公分 徑31.7公分 剔紅圓盒，朱漆黃素地，鮮艷有光澤，漆層略有剝損。子母口，淺直壁，平底。全器雕飾多種連枝花卉，花瓣枝葉舒捲自然，層次豐富嚴謹。器裡與底髹黑色光漆，底面邊側有直書刀刻填金楷書「大明宣德年製」。
剔紅牡丹圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=188433&randomCode=32818601702,漆器,清,高3.0公分 徑6.2公分 足徑3.8公分 扁圓形盒，子母口，盒內及盒底髹黑漆，盒身飾花卉，枝葉自圓心向外伸展，花葉茂密，盒面一主幹由下方中央進入畫面，先為一盛開的花朵，再向左右各分一枝，花、葉造形比例大，位同一層次上，構圖密實。用刀深峻，物象邊緣銳利，花與葉上的陰刻線細密整齊，葉片表面起伏大，漆色鮮紅，漆質硬，地亦作紅色，鮮豔搶眼。
剔紅荔枝圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282292&randomCode=48849436773,漆器,清,高4.0公分 徑7.9公分 剔紅圓盒，色紅，漆層有小傷脫。子母口，弧形壁，淺圈足。通體雕滿荔枝，漆層肥厚，果皮、枝葉表現細緻，層次豐富。器裡與底髹黑色光漆。
剔紅荔枝圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=283598&randomCode=712461834,漆器,清,高4.1公分 徑7.7公分 底徑7.3公分 盒作圓形，直口，矮壁，底淺凹。髹紅色漆。蓋、器周身滿雕荔枝果實與枝葉。器裏髹黑色光漆。無款識。
剔紅聽松圖圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=288730&randomCode=62089137802,漆器,明,高7.5公分 徑6.9公分 剔紅圓盒，色紅。子母口，淺直壁，平底。蓋面雕松林間二老者持杖並行，前有負琴童子，器與蓋側面滿飾花卉與葉。器裡與底髹黑色光漆。
剔紅菊花式盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=188439&randomCode=576893542,漆器,明,高2.7公分 徑5.5公分 足徑3.6公分 盒作圓形，口微斂，矮壁，淺圈足。髹紅色漆。蓋面雕菊花瓣紋，中心飾花蕊。器周壁雕壽山福海，裏、底均髹黑色光漆。無款識。
剔紅祿位高昇人物圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=283604&randomCode=66639669396,漆器,明,高4.0公分 徑7.2公分 蔗段式盒，子母口，平底無足，盒內髹黑漆。盒身與盒蓋分別刻錦地人物與花卉。盒底雕折枝茶花，主幹轉折穿過盒心，上下各一主花，刻意保留刀痕，枝幹轉折有力，花與葉的輪廓線條圓韌有勁，以嶔側的刀法製造出陰影的效果。漆色紅偏暗，漆層不厚，不重打磨，反而表現刀痕，刀法靈活，非常具有個性。盒蓋中央立一手持笏、頭戴官帽、身著官服者，他身側還有一隻鹿，象徵祿位高昇的吉祥意涵，畫面高聳一太湖石，石形奇特，石後一松樹，石與松猶如人物的背屏與傘蓋，還有浮雲三、四，雲形半現半隱入盒側。構圖巧妙，物象掌握精到，刀法肯定，用刀如筆，俐落生動。
剔紅菊花益壽圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=188445&randomCode=65831413096,漆器,清 乾隆,高4.2公分 徑8.0公分 朱漆，黑裡，盒面及四周均雕菊花，底有「大清乾隆年製」款。
剔紅仕女戲童圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=283610&randomCode=56271217707,漆器,明,高2.9公分 徑6.7公分 底徑6.4公分 蔗段式盒，子母口，盒底及盒內髹黑漆，盒側雕回紋，回紋以一順一逆成組。盒蓋滿鋪回折紋錦地，形成如地毯般柔軟的背景。前景沿著盒緣突出一小石丘，界定出地平線，右側太湖石伸出植物二、三枝，左側一盆假山，空間完整卻自然疏朗。一仕女微快步，手持枝葉，回身逗弄著雙手高舉跳躍的童子。仕女臉微側，臉形尖而豐腴，削肩，雙手交叉腹前，動作含蓄，衣衫飄動，姿態生動優雅。童子臉微揚，身形豐圓，伸手抬足，動感十足，活潑可愛。漆色紅潤，刀法流轉，打磨圓轉，人物動作鮮活，手法精緻細膩。
剔紅茶花梅花圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282296&randomCode=51800097985,漆器,明,高3.5公分 徑7.8公分 蔗段盒，盒內髹黑漆，盒蓋與盒身紋飾相同。錦地上浮雕茶花，上側與旁邊襯著梅花，用刀直陡，花葉造型樸實，花葉分佈疏落，枝幹姿態清晰。
剔紅山茶圓盒,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=282301&randomCode=22419823276,漆器,清,高2.5公分 徑4.8公分 剔紅小盒，色豔紅沉鬱。子母口，淺直壁，平底。蓋面雕飾連枝山茶花與葉，斜方朵花錦地，漆層肥厚，花朵枝葉刀鑿簡單生動。器裡與底髹黑色光漆。
「張九」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30118&randomCode=259413724,銅器,待訂,長1.7公分 壇鈕。印面白文「張九」二字。
「張酉」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30123&randomCode=139926116,銅器,待訂,長1.6公分 壇鈕。印面白文「張酉」二字。
「堂褒私印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30128&randomCode=2100138009,銅器,待訂,長1.6公分 瓦鈕。印面白文「堂褒私印」四字，有邊。
「王沽之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30133&randomCode=184538645,銅器,待訂,長1.7公分 龜鈕。印面白文「王沽之印」四字。
「王豎」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30138&randomCode=1793378647,銅器,西漢,高1.19 公分 印面長1.61公分 寬1.6公分 壇鈕，印背作三層如壇台，印面白文「王豎」二字，無邊。
「王汲」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30143&randomCode=1254735002,銅器,待訂,長1.3公分 瓦鈕。印面白文「王汲」二字。
「王耶」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30148&randomCode=1950219738,銅器,待訂,長1.5公分 瓦鈕。印面白文「王耶」二字。
「彭上老印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30153&randomCode=1411576093,銅器,待訂,長1.7公分 龜鈕。子母印，子印失。印面白文「彭上老印」四字。
「成偏」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30158&randomCode=872932448,銅器,待訂,長1.6公分 壇鈕。印面白文「成偏」二字。
「成陽□」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30163&randomCode=334288803,銅器,待訂,長1.7公分 壇鈕。印面白文三字「成陽□」，有框。
「刑圂」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30168&randomCode=917544977,銅器,待訂,長1.7公分 壇鈕。印面白文「刑圂」二字。
「刑道」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30173&randomCode=378901332,銅器,待訂,長1.6公分 瓦鈕。印面白文「刑道」二字。
「星有之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30178&randomCode=1987741334,銅器,待訂,長1.5公分 獸鈕。鈕殘。印面白文「星有之印」四字。
「曾宜王印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30183&randomCode=678569761,銅器,待訂,長1.6公分 瓦鈕。印面白文「曾宜王印」四字。
「劉意」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=30188&randomCode=491298007,銅器,待訂,長1.7公分 瓦鈕。印面白文「劉意」二字。
「王橫之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33536&randomCode=75242450120,銅器,漢,長1.5公分 銅印，龜鈕，鈕上繫繩，印體薄而中凹，龜仰首望天，四足立於印背四角。方形印面作右上起順讀篆體白文「王橫之印」四字二行，有陰線邊欄。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王安之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33541&randomCode=79867443060,銅器,漢,長1.5公分 銅印，瓦鈕，印體厚，方形印面鑄右上起順讀篆體白文「王安之印」四字二行。印面略有銹蝕。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王望之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33546&randomCode=34518303170,銅器,漢,長1.3公分 銅印，鼻鈕，印鈕圓厚，方形印面鑄右上起順讀篆體白文「王望之印」四字二行，印體與印面四周有磨損。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王志之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33551&randomCode=81624306400,銅器,漢,長1.3公分 銅印，龜鈕，印體厚，方形印面鑄右上起順讀篆體白文「王志之印」四字二行。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王成之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33556&randomCode=46780459747,銅器,漢,高1.25 公分 印面長1.39公分 寬1.38公分 鼻鈕，印面白文「王成之印」四字，無邊，姓名兩字佔印面的三分之二地位，使主從分明，打破平均四等分的正規格局。
「王福之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33561&randomCode=14877519950,銅器,漢,長1.3公分 銅印，瓦鈕，鈕上繫繩，印體厚，方形印面鑄右上起順讀篆體白文「王福之印」四字二行。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王強之印」「臣強」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33566&randomCode=64061256551,銅器,漢,長1.5公分 穿帶式雙面銅印，繫繩，方形印面作篆體印文，一面作白文「臣強」二字，另面作白文「王強之印」四字二行，雙面印文皆為右起順讀。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王譚之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33573&randomCode=78345417981,銅器,漢,長1.8公分 銅印，瓦鈕，鈕上繫繩，印體厚，方形印面作篆體右上起順讀白文「王譚之印」四字二行，印體與印面「王」字部份有銹蝕。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王君公印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33578&randomCode=89243130180,銅器,漢,長1.4公分 銅印，龜鈕，龜背脊高聳，四足粗壯；印鈕上繫繩，印體厚。方形印面鑄篆體白文「王君公印」四字，從右上逆讀，筆劃粗碩。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王病己印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33583&randomCode=57101841353,銅器,漢,長1.7公分 瓦鈕，鈕上繫繩，印體厚，印背中凹。方形印面鑄篆體白文「王病己印」四字，從右上逆讀，有陰線邊欄與界格。
「王長賓印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=364261&randomCode=1568585297,銅器,漢,高1.0公分 印面長1.45公分 寬1.45公分 此屬子印，鈕似覆瓦，正可納入母印（故銅908）虎腹之內，印面「王長賓印」白文四字，無邊；「王登」是姓與名，「長賓」是其字。
「王千秋印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33590&randomCode=11520336177,銅器,漢,高1.59 公分 印面長1.7公分 寬1.7公分 瓦鈕，印面白文從右上逆讀「王千秋印」四字，無邊，筆畫粗壯渾厚。
「王覃印信」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33595&randomCode=55340774895,銅器,漢,長2.1公分 銅質子母印中的母印，子印已失；印鈕推測為辟邪獸形，母印鈕構成辟邪之身軀與四肢，辟邪略呈蹲伏姿，造型壯碩威武。印面呈方形，鑄篆體右上起順讀朱文「王覃印信」四字二行。本印置於清乾隆朝「金薤留珍」之五篋其中「圖」屜匣之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜；其中，「圖」屜匣主要收藏私印，計342件。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「王湯信印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=33602&randomCode=66240814585,銅器,漢,高1.22公分 印面長1.49公分 寬1.49公分 橋鈕，印體中凹，印面「王湯信印」朱文一字，白文三字。
「韋咸私印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37483&randomCode=985329123,銅器,漢,長1.5公分 方形銅印，印身局部缺損。瓦鈕繫繩，印面帶有右起順讀白文「韋咸私印」四字。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「周況私印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37488&randomCode=1987741334,銅器,漢,長1.3公分 方形銅印，龜鈕繫繩，印面帶有右起順讀白文「周況私印」四字，印面缺損模糊。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「唐福」「 臣福」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37493&randomCode=1449097689,銅器,漢,高0.62公分 印面長1.58公分 寬1.58公分 兩面印，印體中空通透兩端，供穿繩繫佩及提捏壓印，亦稱「穿帶印」，始出於西漢，印面白文「唐福」二字；反面為「臣福」一朱一白，「臣」為男人自謙之稱，非專對君而稱。
「監吉之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37500&randomCode=1329610081,銅器,漢,長1.3公分 方形銅印，橋鈕繫繩，印面帶有細陽線邊欄，內有右起順讀朱文「監吉之印」四字，「監」、「吉」間帶有界格。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「監耐」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37505&randomCode=1142338327,銅器,漢,長1.2公分 方形銅印，瓦鈕繫繩，印面帶有右起橫讀白文「監耐」兩字。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「韓並私印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37510&randomCode=603694682,銅器,漢,長1.4公分 方形銅印，瓦鈕繫繩，印面帶有右起順讀白文「韓並私印」四字。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「鳴珂私印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37515&randomCode=65051037,銅器,漢,長1.2公分 寬1.1公分 方形銅印，瓦鈕繫繩，印面帶有右起順讀白文「鳴珂私印」四字。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「大明詩人林古度之印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37520&randomCode=1531063701,銅器,明,高1.41公分 印面長1.5公分 寬1.48公分 龜鈕，鈕及形制仿漢印風格，印面「大明詩人林古度之印」白文九字，有邊。
「司國忠印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37525&randomCode=992420056,銅器,漢,長1.3公分 方形銅印，龜鈕繫繩，印面依稀可見陰線邊欄，惟多磨損。邊欄內帶有右起順讀白文「司國忠印」四字，字形方整。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
「行子真印」銅印,https://digitalarchive.npm.gov.twhttps://digitalarchive.npm.gov.tw/opendata/Image/GetImage?imageId=37530&randomCode=102404520,銅器,漢,長1.4公分 寬1.3公分 方形銅印，鈕形已不清，似為龜鈕，繫繩。印面帶有右起逆讀白文「行子真印」四字，回文印。本印置於清乾隆朝「金薤留珍」之五篋其中「府」屜之中。「金薤留珍」乃乾隆朝時將內府所收的前代印記整理編次而成；包含銅官印221件，私印1070件，共1291件，存放於「東」、「壁」、「圖」、「書」、「府」五個黑地金漆龍紋屜匣中，並依各櫃所藏編製印譜。印譜目錄編次方式以官印為始，繼以私印，可能是承襲明顧從德《集古印譜》之編目方法。
